,0,1,2,3,4,5,6,7,8,9
529,['Fantinel'],['Red still'],['2014'],['\nIGT Delle Venezie\n'],['Friuli-Venezia Giulia'],['100% '],['13.00% by volume'],"['0,75 l Standard']",,['€ 12.11']
530,['Banfi'],['Red still'],['2017'],"['\n', '\n']",['Tuscany'],"[', ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 19.86'],['€ 17.90']
531,['Bolla'],['Red still'],['2013'],['\nDOCG Amarone della Valpolicella Classico\n'],['Veneto'],"['85% ', ', 15% ']",['16.00% by volume'],"['0,75 l Standard']",,['€ 24.90']
532,['Tenute del Cerro'],['Red still'],['2015'],['\nDOCG Vino Nobile di Montepulciano\n'],['Tuscany'],[],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 26.67'],['€ 25.00']
533,['Marziano Abbona'],['Red still'],['2019'],['\nDOCG Dolcetto di Dogliani\n'],['Piedmont'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.18'],['€ 9.50']
534,['Guado al Melo'],['Red still'],['2018'],"['\n', '\n']",['Tuscany'],"[', 50% ', ', ']",['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 15.30'],['€ 12.30']
535,['Castello di Ama'],['Red still'],['2018'],['\nDOCG Chianti Classico\n'],['Tuscany'],"['4% ', ', 96% ']",['13.50% by volume'],"['0,75 l Standard']",,['€ 19.90']
536,['TerreCarsiche1939'],['Red still'],['2016'],['\nDOC Primitivo di Gioia del Colle\n'],['Apulia'],['100% '],['16.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 18.50'],['€ 16.20']
537,['Tenimenti Civa'],['Red still'],['2018'],['\nDOC Colli Orientali del Friuli Refosco dal Peduncolo Rosso\n'],['Friuli-Venezia Giulia'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.86'],['€ 11.41']
538,['Zavalloni Azienda Agricola'],['Red still'],['2018'],['\nDOC Romagna Sangiovese Superiore\n'],['Emilia-Romagna'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 10.91'],['€ 8.30']
539,['Masciarelli'],['Red still'],['2017'],"[""\nDOC Montepulciano d'Abruzzo Rosso\n""]",['Abruzzo'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 9.88'],['€ 7.80']
540,['Sanfeletto'],['Red still'],['2017'],['\nIGT Veneto\n'],['Veneto'],"[', ']",['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 8.11'],['€ 6.00']
541,['Selvapiana '],['Red still'],['2015'],['\nDOC Pomino Rosso\n'],['Tuscany'],"['20% ', ', 20% ', ', 60% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 15.20'],['€ 12.93']
542,['Terra Costantino'],['Red organic still'],['2017'],['\nDOC Etna Rosso\n'],['Sicily'],"['10% ', ', 90% ']",['13.50% by volume'],"['0,75 l Standard']",,['€ 18.50']
543,['Calatroni'],['Red bubbly'],['2018'],"[""\nDOC Oltrepo' Pavese Sangue di Giuda Frizzante\n""]",['Lombardy'],"['40% ', ', 40% ', ', 20% ']",['7.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 11.72'],['€ 10.50']
544,['Moroder'],['Red organic still'],['2018'],['\nDOC Rosso Conero\n'],['Marche'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 11.44'],['€ 7.80']
545,['Feudi San Gregorio'],['Red still'],['2013'],['\nDOC Irpinia Aglianico\n'],['Campania'],['100% '],['14.00% by volume'],"['0,75 l Standard']",,['€ 39.00']
546,['Felsina'],['Red still'],['2017'],['\nDOCG Chianti Classico Riserva\n'],['Tuscany'],['100% '],['13.50% by volume'],"['0,75 l Standard']",,['€ 35.00']
547,['Armando Parusso'],['Red still'],['2016'],"['\n', '\n']",['Piedmont'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 39.09'],['€ 33.00']
548,['Marziano Abbona'],['Red still'],['2018'],"[""\nDOC Nebbiolo d'Alba\n""]",['Piedmont'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 17.76'],['€ 16.34']
549,['La Braccesca (Antinori)'],['Red still'],['2018'],['\nDOC Cortona Rosso\n'],['Tuscany'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.90'],['€ 10.50']
550,['Banfi'],['Red still'],['2015'],"['\n', '\n']",['Tuscany'],['100% '],['15.00% by volume'],"['0,75 l Standard']",,['€ 40.26']
551,['Zisola'],['Red still'],['2018'],['\nDOC Noto Rosso\n'],['Sicily'],"['90% ', ', 10% ']",['12.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 13.36'],['€ 12.20']
552,['Kaltern Caldaro'],['Red still'],['2017'],['\nDOC Alto Adige Merlot Riserva\n'],['Trentino Alto Adige'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 14.48'],['€ 13.42']
553,['Marziano Abbona'],['Red still'],['2016'],['\nDOC Langhe Rosso\n'],['Piedmont'],"[', ', ', ', ', ', ', ', ', ']",['15.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 19.98'],['€ 18.30']
554,['Luce della Vite (Frescobaldi)'],['Red still'],['2017'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"[', ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 26.63'],['€ 25.00']
555,['Zonin 1821'],['Red still'],['2016'],['\nDOCG Amarone della Valpolicella\n'],['Veneto'],"[', ', ', ']",['15.50% by volume'],"['0,75 l Standard']",,['€ 25.90']
556,['Luigi Einaudi'],['Red still'],['2019'],['\nDOCG Dolcetto di Dogliani\n'],['Piedmont'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 11.50'],['€ 9.89']
557,['La Spinetta'],['Red still'],['2013'],['\nDOCG Barbaresco\n'],['Piedmont'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 96.45'],['€ 89.90']
558,['Palazzo'],['Red still'],['2012'],"['\n', '\n']",['Tuscany'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 38.50']
559,['Ciavolich'],['Red still'],['2016'],"[""\nDOC Montepulciano d'Abruzzo Rosso\n""]",['Abruzzo'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 13.73'],['€ 11.08']
560,"[""Su'Entu Cantine""]",['Red still'],['2018'],['\nDOC Cannonau di Sardegna Rosso\n'],['Sardinia'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.42'],['€ 11.50']
561,['Cavallotto'],['Red still'],['2012'],"['\n', '\n']",['Piedmont'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 135.96'],['€ 115.90']
562,['Vinosia'],['Red still'],['2019'],['\nIGT Campania\n'],['Campania'],['100% '],['12.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 8.88'],['€ 6.80']
563,['Podere il Castellaccio'],['Red still'],['2018'],"['\n', '\n']",['Tuscany'],"[', ', ', ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 17.59'],['€ 15.49']
564,['Masciarelli'],['Red still'],['2016'],"[""\nDOC Montepulciano d'Abruzzo Rosso Riserva\n""]",['Abruzzo'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 24.50']
565,['Dievole'],['Red still'],['2016'],"['\n', '\n']",['Tuscany'],"[', ']",['14.00% by volume'],"['0,75 l Standard']",,['€ 60.00']
566,['Azienda Agricola Brunelli Luigi'],['Red still'],['2013'],['\nDOCG Amarone della Valpolicella Classico Riserva\n'],['Veneto'],"['70% ', ', 20% ', ', 5% ']",['16.50% by volume'],"['0,75 l Standard']",,['€ 67.10']
567,['Obiz'],['Red still'],['2018'],['\nDOC Friuli Aquileia Cabernet Franc\n'],['Friuli-Venezia Giulia'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 9.91'],['€ 8.75']
568,['Emilio Moro'],['Red still'],['2017'],['\nDO Ribera del Duero\n'],['Castilla and Leon '],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 32.05']
569,['Gulfi'],['Red organic still'],['2016'],['\nIGT Terre Siciliane\n'],['Sicily'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 20.59'],['€ 19.50']
570,['Matteo Correggia'],['Red still'],['2015'],['\nDOCG Roero Riserva\n'],['Piedmont'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 36.82'],['€ 35.00']
571,['Santa Barbara'],['Red still'],['2017'],['\nIGT Marche\n'],['Marche'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 44.30']
572,['Tedeschi'],['Red still'],['2016'],['\nDOCG Amarone della Valpolicella\n'],['Veneto'],"['35% ', ', 20% ', ', 10% ', ', 35% ']",['16.50% by volume'],"['0,75 l Standard']",,['€ 32.50']
573,['Santa Barbara'],['Red still'],['2017'],['\nIGT Marche\n'],['Marche'],"['33% ', ', 33% ', ', 34% ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 31.54'],['€ 25.38']
574,['Moroder'],['Red organic still'],['2016'],['\nDOCG Conero Riserva\n'],['Marche'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 27.90'],['€ 21.20']
575,['Nicolodi Alfio'],['Red still'],['2016'],['\nIGT Vigneti delle Dolimiti o Weinberg Dolomiten\n'],['Trentino Alto Adige'],['100% '],['12.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 11.94'],['€ 9.88']
576,['La Spinetta'],['Red still'],['2014'],['\nDOC Monferrato Rosso\n'],['Piedmont'],"['35% ', ', 65% ']",['14.00% by volume'],"['0,75 l Standard']",,['€ 32.94']
577,['Dos Almas'],['Red still'],['2017'],['\nN/A\n'],['Casablanca Valley'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.90'],['€ 10.89']
578,['Negrar - Domini Veneti'],['Red still'],['2015'],['\nDOCG Amarone della Valpolicella Classico\n'],['Veneto'],"['60% ', ', 15% ', ', 15% ']",['16.00% by volume'],"['0,75 l Standard']",,['€ 28.06']
579,['Cantina di Soave'],['Red still'],['2016'],['\nDOCG Amarone della Valpolicella\n'],['Veneto'],"[', ', ', ']",['14.50% by volume'],"['0,75 l Standard']",,['€ 27.05']
580,['Rocca di Montemassi'],['Red still'],['2018'],['\nDOC Maremma Toscana Rosso\n'],['Tuscany'],['90% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 11.26'],['€ 10.07']
581,['Feudo Maccari'],['Red still'],['2018'],"[""\nDOC Sicilia Nero d'Avola\n""]",['Sicily'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 11.03'],['€ 8.00']
582,['Cantine Leonardo da Vinci'],['Red still'],['2017'],['\nDOC Rosso di Montalcino\n'],['Tuscany'],['100% '],['13.00% by volume'],"['0,75 l Standard']",,['€ 13.90']
583,['Tenuta Argentiera'],['Red still'],['2018'],"['\n', '\n']",['Tuscany'],"['15% ', ', 50% ', ', 30% ', ', 5% ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 21.94'],['€ 19.80']
584,['Felsina'],['Red still'],['2017'],['\nDOCG Chianti Classico Riserva\n'],['Tuscany'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 22.70'],['€ 21.50']
585,['Cogno'],['Red still'],['2017'],"[""\nDOC Barbera d'Alba\n""]",['Piedmont'],['100% '],['15.00% by volume'],"['0,75 l Standard']",,['€ 20.00']
586,['Tenuta Regaleali'],['Red still'],['2018'],['\nDOC Sicilia Perricone\n'],['Sicily'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 11.59'],['€ 9.89']
587,['Podere Orma (Sette Ponti)'],['Red still'],['2017'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"['20% ', ', 30% ', ', 50% ']",['15.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 75.43'],['€ 62.49']
588,['Bosco del Merlo'],['Red still'],['2016'],['\nDOC Lison Pramaggiore Rosso Riserva\n'],['Veneto'],"['70% ', ', 30% ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 24.44'],['€ 18.45']
589,['Rocche Costamagna'],['Red still'],['2018'],"[""\nDOC Barbera d'Alba\n""]",['Piedmont'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.15'],['€ 10.68']
590,['Amarano'],['Red still'],['2013'],['\nDOC Irpinia Campi Taurasini\n'],['Campania'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 14.96'],['€ 11.96']
591,['Castello della Sala (Antinori)'],['Red still'],['2016'],['\nIGT Umbria\n'],['Umbria'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 48.52'],['€ 43.31']
592,['Ricasoli 1141'],['Red still'],['2015'],['\nIGT Toscano o Toscana\n'],['Tuscany'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 39.44'],['€ 34.00']
593,['Valturio'],['Red organic still'],['2016'],['\nIGT Marche\n'],['Marche'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 18.30'],['€ 17.08']
594,['Giacomo Borgogno e Figli'],['Red still'],['2014'],"['\n', '\n']",['Piedmont'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 68.04']
595,['Fabrizio Dionisio'],['Red still'],['2015'],['\nDOC Cortona Syrah\n'],['Tuscany'],['100% '],['15.00% by volume'],"['0,75 l Standard']",,['€ 34.87']
596,['Tenuta di Arceno'],['Red still'],['2016'],['\nDOCG Chianti Classico Gran Selezione\n'],['Tuscany'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 32.12']
597,['Tenuta Regaleali'],['Red still'],['2016'],"[""\nDOC Sicilia Nero d'Avola-Cabernet Sauvignon\n""]",['Sicily'],"['45% ', ', 55% ']",['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 13.33'],['€ 12.30']
598,['Cantine Leonardo da Vinci'],['Red still'],['2017'],['\nDOC Rosso di Montalcino\n'],['Tuscany'],['100% '],['13.00% by volume'],"['0,75 l Standard']",,['€ 15.01']
599,"[""Col d'Orcia""]",['Red organic still'],['2013'],"['\n', '\n']",['Tuscany'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 47.92']
600,['Alois Lageder'],['Red biodynamic still'],['2018'],['\nDOC Alto Adige Pinot Nero\n'],['Trentino Alto Adige'],['100% '],['12.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 14.58'],['€ 13.51']
601,['Lungarotti'],['Red organic still'],['2016'],['\nDOC Montefalco Rosso\n'],['Umbria'],"['25% ', ', 15% ', ', 60% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.09'],['€ 9.89']
602,['Tenuta di Lilliano'],['Red still'],['2016'],['\nDOCG Chianti Classico Gran Selezione\n'],['Tuscany'],"['5% ', ', 5% ', ', 90% ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 26.23'],['€ 22.03']
603,['La Roncaia'],['Red still'],['2016'],['\nDOC Colli Orientali del Friuli Cabernet Franc\n'],['Friuli-Venezia Giulia'],['100% '],['13.00% by volume'],"['0,75 l Standard']",,['€ 13.51']
604,['Tenuta Ribusieri'],['Red still'],['2018'],['\nDOC Montecucco Rosso\n'],['Tuscany'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 9.64'],['€ 8.48']
605,['Terre del Marchesato'],['Red still'],['2016'],['\nIGT Toscano o Toscana\n'],['Tuscany'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 56.12']
606,['Campo alla Sughera'],['Red still'],['2014'],"['\n', '\n']",['Tuscany'],"['20% ', ', 40% ', ', 20% ', ', 20% ']",['14.50% by volume'],"['0,75 l Standard']",,['€ 36.47']
607,['Planeta'],['Red still'],['2017'],['\nDOC Sicilia Nerello Mascalese\n'],['Sicily'],"['9% ', ', 91% ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 22.59'],['€ 20.61']
608,['Castello di Meleto'],['Red still'],['2015'],['\nDOCG Chianti Classico Riserva\n'],['Tuscany'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 24.38'],['€ 23.07']
609,['Zenato'],['Red still'],['2013'],['\nDOCG Amarone della Valpolicella Classico Riserva\n'],['Veneto'],"['80% ', ', ', ', 10% ', ', ']",['16.50% by volume'],"['0,75 l Standard']",,['€ 78.49']
610,['Nino Negri'],['Red still'],['2016'],['\nDOCG Valtellina Superiore\n'],['Lombardy'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 18.86'],['€ 14.38']
611,['Allegrini'],['Red still'],['2017'],['\nDOCG Amarone della Valpolicella\n'],['Veneto'],"['70% ', ', 30% ']",['15.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 28.58'],['€ 26.00']
612,['La Montecchia'],['Red still'],['2015'],['\nDOC Colli Euganei Rosso\n'],['Veneto'],"['90% ', ', 6% ', ', 4% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 19.90'],['€ 15.49']
613,['Bodegas Forjas del Salnes'],['Red organic still'],['2016'],['\nDO Rias Baixas\n'],['Galicia'],"[', ']",['12.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 16.02'],['€ 15.25']
614,['Montevetrano'],['Red still'],['2013'],['\nIGT Colli di Salerno\n'],['Campania'],"['10% ', ', 60% ', ', 30% ']",['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 56.32'],['€ 48.31']
615,['De Stefani'],['Red still'],['2015'],['\nIGT Veneto\n'],['Veneto'],['100% '],['15.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 32.43'],['€ 29.46']
616,['Fertuna'],['Red still'],['2015'],['\nIGT Toscano o Toscana\n'],['Tuscany'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 25.17'],['€ 20.28']
617,['La Grazia Azienda Agricola'],['Red still'],['2017'],['\nDOC Valtellina Rosso o Rosso di Valtellina\n'],['Lombardy'],['100% '],['13.00% by volume'],"['0,75 l Standard']",,['€ 12.99']
618,['Cottanera'],['Red still'],['2018'],['\nDOC Etna Rosso\n'],['Sicily'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 18.30'],['€ 16.99']
619,['Cottanera'],['Red still'],['2014'],['\nDOC Etna Rosso Riserva\n'],['Sicily'],['100% '],['14.00% by volume'],"['0,75 l Standard']",,['€ 69.54']
620,['Marengo'],['Red still'],['2016'],"['\n', '\n']",['Piedmont'],['100% '],['15.00% by volume'],"['0,75 l Standard']",,['€ 36.20']
621,['Tenuta Guado al Tasso (Antinori)'],['Red still'],['2017'],"['\n', '\n']",['Tuscany'],"[', ', ', ']",['14.50% by volume'],"['0,75 l Standard']",,['€ 99.00']
622,['Rocche Costamagna'],['Red still'],['2015'],"['\n', '\n']",['Piedmont'],['100% '],['14.00% by volume'],"['0,75 l Standard']",,['€ 36.00']
623,['Tempa di Zoe'],['Red still'],['2018'],['\nIGT Paestum\n'],['Campania'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 14.03']
624,['Negrar - Domini Veneti'],['Red still'],['2019'],['\nIGT Veneto\n'],['Veneto'],"['60% ', ', 15% ', ', 15% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 9.47'],['€ 8.38']
625,['Le Chiuse'],['Red organic still'],['2018'],['\nDOC Rosso di Montalcino\n'],['Tuscany'],['100% '],['13.00% by volume'],"['0,75 l Standard']",,['€ 18.91']
626,['Prunotto (Antinori)'],['Red still'],['2016'],['\nDOCG Barbaresco\n'],['Piedmont'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 39.86'],['€ 34.50']
627,['Marchesi Frescobaldi'],['Red still'],['2018'],['\nDOCG Morellino di Scansano\n'],['Tuscany'],"['15% ', ', 85% ']",['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 11.98'],['€ 10.37']
628,['Morella'],['Red still'],['2016'],['\nIGT Salento\n'],['Apulia'],['100% '],['15.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 36.03'],['€ 33.00']
629,['Armando Parusso'],['Red still'],['2018'],"[""\nDOC Dolcetto d'Alba\n""]",['Piedmont'],['100% '],['12.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.48'],['€ 11.74']
630,['Fattoria di Piazzano'],['Red still'],['2015'],['\nIGT Toscano o Toscana\n'],['Tuscany'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 20.59'],['€ 16.37']
631,['Grillesino'],['Red still'],['2016'],['\nDOC Maremma Toscana Cabernet Sauvignon\n'],['Tuscany'],['100% '],['13.50% by volume'],"['0,75 l Standard']",,['€ 15.99']
632,['Zyme'],['Red still'],['2016'],['\nDOC Valpolicella Classico Superiore\n'],['Veneto'],"['40% ', ', 25% ', ', 30% ', ', 5% ']",['14.00% by volume'],"['0,75 l Standard']",,['€ 24.00']
633,['Castello di Radda'],['Red still'],['2014'],['\nDOCG Chianti Classico\n'],['Tuscany'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 33.31']
634,['Tolaini'],['Red still'],['2011'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"['30% ', ', 65% ', ', 5% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 58.88'],['€ 50.59']
635,['Mimmo Paone'],['Red still'],['2018'],"[""\nDOC Sicilia Nero d'Avola\n""]",['Sicily'],"[', ']",['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 11.24'],['€ 8.15']
636,['Domaine Béatrice et Pascal Lambert'],['Red biodynamic still'],['2017'],['\nAOC Chinon\n'],['Loire'],['100% '],['13.00% by volume'],"['0,75 l Standard']",,['€ 17.90']
637,['Le Casematte'],['Red still'],['2017'],['\nIGT Terre Siciliane\n'],['Sicily'],"['70% ', ', 30% ']",['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 13.30'],['€ 11.50']
638,['Cantine Leonardo da Vinci'],['Red still'],['2012'],"['\n', '\n']",['Tuscany'],['100% '],['13.50% by volume'],"['0,75 l Standard']",,['€ 36.91']
639,['Bolla'],['Red still'],['2015'],['\nDOCG Amarone della Valpolicella Classico\n'],['Veneto'],"[', ', ', ', ', ']",['15.00% by volume'],"['0,75 l Standard']",,['€ 26.61']
640,['Giorgi'],['Red bubbly'],['2019'],"[""\nDOC Oltrepo' Pavese Barbera Frizzante\n""]",['Lombardy'],['100% '],['12.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 7.80'],['€ 7.32']
641,['Tenuta Guado al Tasso (Antinori)'],['Red still'],['2018'],"['\n', '\n']",['Tuscany'],"[', ', ', ']",['14.00% by volume'],"['1,50 l Magnum']",,['€ 44.01']
642,['I Campi'],['Red still'],['2016'],['\nDOC Valpolicella Ripasso Superiore\n'],['Veneto'],"[', 5% ', ', 10% ', ', ']",['14.50% by volume'],"['0,75 l Standard']",,['€ 22.57']
643,['La Braccesca (Antinori)'],['Red still'],['2016'],['\nDOCG Vino Nobile di Montepulciano Riserva\n'],['Tuscany'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 28.68'],['€ 26.84']
644,['Dos Almas'],['Red still'],['2018'],['\nN/A\n'],['Colchagua Valley'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 10.63'],['€ 9.96']
645,['Antoniolo'],['Red still'],['2014'],['\nDOCG Gattinara\n'],['Piedmont'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 62.54'],['€ 53.01']
646,"[""Castello d'Albola""]",['Red still'],['2016'],['\nDOCG Chianti Classico Gran Selezione\n'],['Tuscany'],['100% '],['14.00% by volume'],"['0,75 l Standard']",,['€ 24.40']
647,['Castello di Farnetella'],['Red still'],['2017'],['\nDOCG Chianti Colli Senesi\n'],['Tuscany'],"['8% ', ', 92% ']",['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 9.99'],['€ 9.33']
648,"[""Col d'Orcia""]",['Red organic still'],['2012'],"['\n', '\n']",['Tuscany'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 87.84']
649,['La Spinetta'],['Red still'],['2012'],"['\n', '\n']",['Piedmont'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 119.56']
650,['Conterno Fantino'],['Red still'],['2014'],"['\n', '\n']",['Piedmont'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 59.23'],['€ 56.00']
651,['Haras De Pirque (Antinori)'],['Red still'],['2016'],['\nDO Maipo\n'],['Maipo Valley'],"['85% ', ', 15% ']",['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 20.15'],['€ 18.30']
652,['Umberto Cesari'],['Red still'],['2013'],['\nIGT Rubicone\n'],['Emilia-Romagna'],"['90% ', ', 10% ']",['14.00% by volume'],"['0,75 l Standard']",,['€ 39.04']
653,['Andre et Michel Quenard'],['Red still'],['2017'],['\nAOC Vin de Savoie Arbin\n'],['Savoie'],['100% '],['12.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 24.92'],['€ 20.74']
654,['Tenuta di Sesta'],['Red still'],['2017'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"['30% ', ', 30% ', ', 40% ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.22'],['€ 9.76']
655,['Cantine Europa'],['Red still'],['2018'],['\nIGT Terre Siciliane\n'],['Sicily'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 7.43'],['€ 5.81']
656,['Avignonesi'],['Red still'],['2015'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"['50% ', ', 50% ']",['13.50% by volume'],"['0,75 l Standard']",,['€ 94.00']
657,['Dos Almas'],['Red still'],['2017'],['\nN/A\n'],['Colchagua Valley'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.90'],['€ 10.28']
658,['Contini'],['Red still'],['2018'],['\nDOC Cannonau di Sardegna Rosso\n'],['Sardinia'],"['90% ', ', 10% ']",['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.05'],['€ 9.03']
659,"[""Col d'Orcia""]",['Red organic still'],['2018'],['\nDOC Rosso di Montalcino\n'],['Tuscany'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 13.42']
660,['Tenuta di Sesta'],['Red still'],['2018'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"['10% ', ', 90% ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 9.05'],['€ 7.32']
661,['Cantine Europa'],['Red organic still'],['2019'],"[""\nDOC Sicilia Nero d'Avola\n""]",['Sicily'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 9.28'],['€ 7.26']
662,['Alois Lageder'],['Red organic still'],['2016'],['\nDOC Alto Adige Lagrein\n'],['Trentino Alto Adige'],['100% '],['12.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 28.08'],['€ 26.21']
663,['Villa Poggio Salvi'],['Red still'],['2011'],"['\n', '\n']",['Tuscany'],['100% '],['14.00% by volume'],"['0,75 l Standard']",,['€ 59.00']
664,['Poggio al Tesoro'],['Red still'],['2018'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"['30% ', ', 30% ', ', 40% ']",['14.00% by volume'],"['0,75 l Standard']",,['€ 13.91']
665,['Villa Poggio Salvi'],['Red still'],['2015'],"['\n', '\n']",['Tuscany'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 33.50']
